FID,Field1,x,y,WPreyD,Rgd,Alt,LargeLS,Small_LS,LS_Biomass,Village_LC
19649,35348,8677000,3817610,0.0400000,24.0207996,5423.0000000,0.0000000,0.0000000,0.0000000,107323000.0000000
19650,35349,8677500,3817610,0.0400000,40.8167000,5335.0000000,0.0000000,0.0000000,0.0000000,108326000.0000000
19651,35350,8678000,3817610,0.0400000,13.2287998,5377.0000000,0.0000000,0.0000000,0.0000000,109389000.0000000
19652,35351,8678500,3817610,0.0400000,21.0000000,5355.0000000,0.0000000,0.0000000,0.0000000,110493000.0000000
19653,35352,8679000,3817610,0.0400000,32.0312004,5223.0000000,0.0000000,0.0000000,0.0000000,111598000.0000000
19654,35353,8679500,3817610,0.0400000,4.3589001,5212.0000000,0.0000000,0.0000000,0.0000000,112847000.0000000
19655,35354,8680000,3817610,0.0400000,24.6982002,5331.0000000,0.0000000,0.0000000,0.0000000,113990000.0000000
19656,35355,8680500,3817610,0.0400000,19.0788002,5454.0000000,0.0000000,0.0000000,0.0000000,115130000.0000000
19657,35357,8681500,3817610,0.0400000,49.1324997,5500.0000000,0.0000000,0.0000000,0.0000000,117449000.0000000
19658,35358,8682000,3817610,0.0400000,22.9783001,5264.0000000,0.0000000,0.0000000,0.0000000,118472000.0000000
19659,35359,8682500,3817610,0.0400000,32.1558990,5207.0000000,0.0000000,0.0000000,0.0000000,119594000.0000000
19660,35360,8683000,3817610,0.0400000,45.4863014,5177.0000000,0.0000000,0.0000000,0.0000000,120755000.0000000
19661,35361,8683500,3817610,0.0400000,29.7152996,5236.0000000,0.0000000,0.0000000,0.0000000,121943000.0000000
19662,35362,8684000,3817610,0.0400000,64.9692001,5093.0000000,0.0000000,0.0000000,0.0000000,122905000.0000000
19663,35363,8684500,3817610,0.0400000,41.5331001,5016.0000000,0.0000000,0.0000000,0.0000000,123823000.0000000
19664,35364,8685000,3817610,0.0400000,59.4642982,5217.0000000,0.0000000,0.0000000,0.0000000,124910000.0000000
19665,35365,8685500,3817610,0.0400000,36.0694008,5469.0000000,0.0000000,0.0000000,0.0000000,126240000.0000000
19666,35366,8686000,3817610,0.0400000,48.3735008,5343.0000000,0.0000000,0.0000000,0.0000000,127753000.0000000
19667,35367,8686500,3817610,0.0400000,27.8209000,5078.0000000,0.0000000,0.0000000,0.0000000,128209000.0000000
19668,35368,8687000,3817610,0.0400000,32.4346008,4977.0000000,0.0000000,0.0000000,0.0000000,129061000.0000000
19669,35369,8687500,3817610,0.0400000,46.5617981,5189.0000000,0.0000000,0.0000000,0.0000000,130184000.0000000
19670,35370,8688000,3817610,0.0400000,52.3354988,5366.0000000,0.0000000,0.0000000,0.0000000,131479000.0000000
19671,35472,8633500,3818110,0.0100000,22.3829994,4960.0000000,0.0000000,0.0000000,0.0000000,143852992.0000000
19672,35473,8634000,3818110,0.0100000,35.9025993,5130.0000000,0.0000000,0.0000000,0.0000000,141312000.0000000
19673,35474,8634500,3818110,0.0101389,32.5269012,4952.0000000,0.0000000,0.0000000,0.0000000,138796000.0000000
19674,35475,8635000,3818110,0.0106608,21.8402996,5044.0000000,0.0000000,0.0000000,0.0000000,136298000.0000000
19675,35476,8635500,3818110,0.0113808,41.1338997,4903.0000000,0.0000000,0.0000000,0.0000000,134300000.0000000
19676,35477,8636000,3818110,0.0121600,35.2420006,4965.0000000,0.0000000,0.0000000,0.0000000,132703000.0000000
19677,35478,8636500,3818110,0.0131939,47.1698990,5212.0000000,0.0000000,0.0000000,0.0000000,131164000.0000000
19678,35479,8637000,3818110,0.0141912,12.6491003,5302.0000000,0.0000000,0.0000000,0.0000000,129510000.0000000
19679,35480,8637500,3818110,0.0152313,24.5153008,5344.0000000,0.0000000,0.0000000,0.0000000,127766000.0000000
19680,35483,8639000,3818110,0.0189899,42.3320007,5365.0000000,0.0000000,0.0000000,0.0000000,122993000.0000000
19681,35484,8639500,3818110,0.0203000,56.9473000,5234.0000000,0.0000000,0.0000000,0.0000000,121675000.0000000
19682,35485,8640000,3818110,0.0216832,18.7616997,5187.0000000,0.0000000,0.0000000,0.0000000,120567000.0000000
19683,35486,8640500,3818110,0.0232237,65.4216995,5410.0000000,0.0000000,0.0000000,0.0000000,119530000.0000000
19684,35496,8645500,3818110,0.0368064,98.0867004,5392.0000000,0.0000000,0.0000000,0.0000000,112900000.0000000
19685,35497,8646000,3818110,0.0377742,53.9814987,5321.0000000,0.0000000,0.0000000,0.0000000,112995000.0000000
19686,35498,8646500,3818110,0.0385577,49.7896004,5271.0000000,0.0000000,0.0000000,0.0000000,112680000.0000000
19687,35499,8647000,3818110,0.0393269,68.1322021,5174.0000000,0.0000000,0.0000000,0.0000000,112140000.0000000
19688,35500,8647500,3818110,0.0398083,101.9660034,5298.0000000,0.0000000,0.0000000,0.0000000,110044000.0000000
19689,35501,8648000,3818110,0.0400000,68.5055008,5387.0000000,0.0000000,0.0000000,0.0000000,108104000.0000000
19690,35502,8648500,3818110,0.0400000,58.5746994,5264.0000000,0.0000000,0.0000000,0.0000000,106126000.0000000
19691,35503,8649000,3818110,0.0400000,49.0713997,5080.0000000,0.0000000,0.0000000,0.0000000,104084000.0000000
19692,35504,8649500,3818110,0.0400000,59.2873993,4920.0000000,0.0000000,0.0000000,0.0000000,102137000.0000000
19693,35505,8650000,3818110,0.0400000,30.9839001,4684.0000000,0.0000000,0.0000000,0.0000000,100684000.0000000
19694,35506,8650500,3818110,0.0400000,39.8623009,4751.0000000,0.0000000,0.0000000,0.0000000,99738896.0000000
19695,35507,8651000,3818110,0.0400000,29.7658005,4984.0000000,0.0000000,0.0000000,0.0000000,98937600.0000000
19696,35508,8651500,3818110,0.0400000,51.8652000,5129.0000000,0.0000000,0.0000000,0.0000000,98222704.0000000
19697,35509,8652000,3818110,0.0400000,69.6921997,5372.0000000,0.0000000,0.0000000,0.0000000,97645200.0000000
19698,35515,8655000,3818110,0.0400000,20.5182991,5486.0000000,0.0000000,0.0000000,0.0000000,96832200.0000000
19699,35516,8655500,3818110,0.0400000,30.5123005,5430.0000000,0.0000000,0.0000000,0.0000000,97841104.0000000
19700,35517,8656000,3818110,0.0400000,25.1991997,5432.0000000,0.0000000,0.0000000,0.0000000,98948400.0000000
19701,35518,8656500,3818110,0.0400000,21.1424007,5361.0000000,0.0000000,0.0000000,0.0000000,100024000.0000000
19702,35519,8657000,3818110,0.0400000,30.0998001,5243.0000000,0.0000000,0.0000000,0.0000000,101099000.0000000
19703,35520,8657500,3818110,0.0400000,19.5958996,5176.0000000,0.0000000,0.0000000,0.0000000,102231000.0000000
19704,35521,8658000,3818110,0.0400000,76.1773987,5250.0000000,0.0000000,0.0000000,0.0000000,102671000.0000000
19705,35522,8658500,3818110,0.0400000,20.0998001,5246.0000000,0.0000000,0.0000000,0.0000000,103292000.0000000
19706,35523,8659000,3818110,0.0400000,34.3801994,5230.0000000,0.0000000,0.0000000,0.0000000,104235000.0000000
19707,35524,8659500,3818110,0.0400000,26.2868996,5188.0000000,0.0000000,0.0000000,0.0000000,105101000.0000000
19708,35525,8660000,3818110,0.0400000,38.7426987,5039.0000000,0.0000000,0.0000000,0.0000000,105886000.0000000
19709,35526,8660500,3818110,0.0400000,42.8368988,5003.0000000,0.0000000,0.0000000,0.0000000,106853000.0000000
19710,35527,8661000,3818110,0.0400000,49.5782013,4934.0000000,0.0000000,0.0000000,0.0000000,105985000.0000000
19711,35528,8661500,3818110,0.0400000,5.7445598,4908.0000000,0.0000000,0.0000000,0.0000000,104927000.0000000
19712,35529,8662000,3818110,0.0400000,25.2388992,4904.0000000,0.0000000,0.0000000,0.0000000,104362000.0000000
19713,35530,8662500,3818110,0.0400000,30.3808994,4885.0000000,0.0000000,0.0000000,0.0000000,102814000.0000000
19714,35531,8663000,3818110,0.0400000,35.5667992,4921.0000000,0.0000000,0.0000000,0.0000000,101589000.0000000
19715,35532,8663500,3818110,0.0400000,37.1213989,5046.0000000,0.0000000,0.0000000,0.0000000,100505000.0000000
19716,35533,8664000,3818110,0.0400000,73.0410995,5176.0000000,0.0000000,0.0000000,0.0000000,99214400.0000000
19717,35534,8664500,3818110,0.0400000,41.1581993,5202.0000000,0.0000000,0.0000000,0.0000000,97798496.0000000
19718,35535,8665000,3818110,0.0400000,52.2206993,5315.0000000,0.0000000,0.0000000,0.0000000,96502896.0000000
19719,35536,8665500,3818110,0.0400000,13.6381998,5477.0000000,0.0000000,0.0000000,0.0000000,95302304.0000000
19720,35537,8666000,3818110,0.0400000,42.3792000,5262.0000000,0.0000000,0.0000000,0.0000000,94108400.0000000
19721,35538,8666500,3818110,0.0400000,33.9558983,5128.0000000,0.0000000,0.0000000,0.0000000,93240096.0000000
19722,35539,8667000,3818110,0.0400000,77.7303009,4941.0000000,0.0000000,0.0000000,0.0000000,92836896.0000000
19723,35540,8667500,3818110,0.0400000,23.5797005,4910.0000000,0.0000000,0.0000000,0.0000000,93235104.0000000
19724,35541,8668000,3818110,0.0400000,52.7731018,5056.0000000,0.0000000,0.0000000,0.0000000,93820704.0000000
19725,35542,8668500,3818110,0.0400000,80.2683029,5347.0000000,0.0000000,0.0000000,0.0000000,93707200.0000000
19726,35543,8669000,3818110,0.0400000,38.0000000,5242.0000000,0.0000000,0.0000000,0.0000000,94578096.0000000
19727,35544,8669500,3818110,0.0400000,44.2154007,5342.0000000,0.0000000,0.0000000,0.0000000,95363400.0000000
19728,35553,8674000,3818110,0.0400000,15.2314997,5477.0000000,0.0000000,0.0000000,0.0000000,105382000.0000000
19729,35554,8674500,3818110,0.0400000,20.9044991,5350.0000000,0.0000000,0.0000000,0.0000000,106166000.0000000
19730,35555,8675000,3818110,0.0400000,15.9687004,5297.0000000,0.0000000,0.0000000,0.0000000,106899000.0000000
19731,35556,8675500,3818110,0.0400000,58.6430016,5292.0000000,0.0000000,0.0000000,0.0000000,107615000.0000000
19732,35557,8676000,3818110,0.0400000,47.2335014,5359.0000000,0.0000000,0.0000000,0.0000000,108349000.0000000
19733,35558,8676500,3818110,0.0400000,32.3727989,5445.0000000,0.0000000,0.0000000,0.0000000,109275000.0000000
19734,35559,8677000,3818110,0.0400000,37.6297989,5388.0000000,0.0000000,0.0000000,0.0000000,110022000.0000000
19735,35560,8677500,3818110,0.0400000,25.2784996,5332.0000000,0.0000000,0.0000000,0.0000000,111000000.0000000
19736,35561,8678000,3818110,0.0400000,15.3297005,5312.0000000,0.0000000,0.0000000,0.0000000,112067000.0000000
19737,35562,8678500,3818110,0.0400000,24.7992001,5314.0000000,0.0000000,0.0000000,0.0000000,113164000.0000000
19738,35563,8679000,3818110,0.0400000,14.7308998,5175.0000000,0.0000000,0.0000000,0.0000000,114202000.0000000
19739,35564,8679500,3818110,0.0400000,36.0415993,5290.0000000,0.0000000,0.0000000,0.0000000,115312000.0000000
19740,35565,8680000,3818110,0.0400000,51.5654984,5454.0000000,0.0000000,0.0000000,0.0000000,116634000.0000000
19741,35568,8681500,3818110,0.0400000,36.4142990,5459.0000000,0.0000000,0.0000000,0.0000000,120205000.0000000
19742,35569,8682000,3818110,0.0400000,5.2915001,5363.0000000,0.0000000,0.0000000,0.0000000,121145000.0000000
19743,35570,8682500,3818110,0.0400000,16.0624008,5273.0000000,0.0000000,0.0000000,0.0000000,122189000.0000000
19744,35571,8683000,3818110,0.0400000,34.2636986,5184.0000000,0.0000000,0.0000000,0.0000000,123298000.0000000
19745,35572,8683500,3818110,0.0400000,65.9393997,5152.0000000,0.0000000,0.0000000,0.0000000,124400000.0000000
19746,35573,8684000,3818110,0.0400000,36.0831985,5212.0000000,0.0000000,0.0000000,0.0000000,125465000.0000000
19747,35574,8684500,3818110,0.0400000,40.8288994,5050.0000000,0.0000000,0.0000000,0.0000000,126371000.0000000
19748,35575,8685000,3818110,0.0400000,41.5811996,5310.0000000,0.0000000,0.0000000,0.0000000,127508000.0000000
19749,35576,8685500,3818110,0.0400000,33.5559006,5450.0000000,0.0000000,0.0000000,0.0000000,128748000.0000000
19750,35577,8686000,3818110,0.0400000,39.9874992,5262.0000000,0.0000000,0.0000000,0.0000000,130078000.0000000
19751,35578,8686500,3818110,0.0400000,16.9706001,5077.0000000,0.0000000,0.0000000,0.0000000,130758000.0000000
19752,35579,8687000,3818110,0.0400000,29.8997993,4995.0000000,0.0000000,0.0000000,0.0000000,131565000.0000000
19753,35580,8687500,3818110,0.0400000,47.2546005,5245.0000000,0.0000000,0.0000000,0.0000000,132680000.0000000
19754,35684,8634000,3818610,0.0100000,23.7064991,5011.0000000,0.0000000,0.0000000,0.0000000,142304000.0000000
19755,35685,8634500,3818610,0.0104500,27.4955006,4884.0000000,0.0000000,0.0000000,0.0000000,139828992.0000000
19756,35686,8635000,3818610,0.0111268,39.8120995,4934.0000000,0.0000000,0.0000000,0.0000000,137806000.0000000
19757,35687,8635500,3818610,0.0120089,22.2486000,4794.0000000,0.0000000,0.0000000,0.0000000,136159008.0000000
19758,35688,8636000,3818610,0.0130380,44.8998985,5021.0000000,0.0000000,0.0000000,0.0000000,134788992.0000000
19759,35689,8636500,3818610,0.0140800,13.7112999,5193.0000000,0.0000000,0.0000000,0.0000000,133262000.0000000
19760,35690,8637000,3818610,0.0151923,50.2692986,5259.0000000,0.0000000,0.0000000,0.0000000,131527000.0000000
19761,35691,8637500,3818610,0.0163333,30.3150005,5353.0000000,0.0000000,0.0000000,0.0000000,129925000.0000000
19762,35692,8638000,3818610,0.0176087,38.4187012,5473.0000000,0.0000000,0.0000000,0.0000000,128429000.0000000
19763,35693,8638500,3818610,0.0189046,15.4596004,5406.0000000,0.0000000,0.0000000,0.0000000,126805000.0000000
19764,35694,8639000,3818610,0.0202768,48.4044991,5251.0000000,0.0000000,0.0000000,0.0000000,125391000.0000000
19765,35695,8639500,3818610,0.0216327,20.0748997,5088.0000000,0.0000000,0.0000000,0.0000000,124151000.0000000
19766,35696,8640000,3818610,0.0230435,57.7148018,5244.0000000,0.0000000,0.0000000,0.0000000,123180000.0000000
19767,35697,8640500,3818610,0.0245033,43.9659004,5431.0000000,0.0000000,0.0000000,0.0000000,122272000.0000000
19768,35698,8641000,3818610,0.0259868,12.1654997,5421.0000000,0.0000000,0.0000000,0.0000000,121351000.0000000
19769,35706,8645000,3818610,0.0366990,88.7919006,5447.0000000,0.0000000,0.0000000,0.0000000,114919000.0000000
19770,35707,8645500,3818610,0.0376699,30.0333004,5391.0000000,0.0000000,0.0000000,0.0000000,115581000.0000000
19771,35708,8646000,3818610,0.0384566,38.6004982,5198.0000000,0.0000000,0.0000000,0.0000000,115622000.0000000
19772,35709,8646500,3818610,0.0391346,36.9188004,5155.0000000,0.0000000,0.0000000,0.0000000,115283000.0000000
19773,35710,8647000,3818610,0.0397125,24.3311005,5074.0000000,0.0000000,0.0000000,0.0000000,113668000.0000000
19774,35711,8647500,3818610,0.0400000,18.9209003,5028.0000000,0.0000000,0.0000000,0.0000000,111811000.0000000
19775,35712,8648000,3818610,0.0400000,54.0000000,5125.0000000,0.0000000,0.0000000,0.0000000,109836000.0000000
19776,35713,8648500,3818610,0.0400000,30.8707008,5100.0000000,0.0000000,0.0000000,0.0000000,107726000.0000000
19777,35714,8649000,3818610,0.0400000,30.4466991,4989.0000000,0.0000000,0.0000000,0.0000000,105652000.0000000
19778,35715,8649500,3818610,0.0400000,61.7980995,4801.0000000,0.0000000,0.0000000,0.0000000,104051000.0000000
19779,35716,8650000,3818610,0.0400000,22.1811008,4678.0000000,0.0000000,0.0000000,0.0000000,103010000.0000000
19780,35717,8650500,3818610,0.0400000,41.7013016,4804.0000000,0.0000000,0.0000000,0.0000000,102136000.0000000
19781,35718,8651000,3818610,0.0400000,25.0599003,5065.0000000,0.0000000,0.0000000,0.0000000,101456000.0000000
19782,35719,8651500,3818610,0.0400000,39.4207993,5249.0000000,0.0000000,0.0000000,0.0000000,100848000.0000000
19783,35730,8657000,3818610,0.0400000,57.9224014,5379.0000000,0.0000000,0.0000000,0.0000000,103764000.0000000
19784,35731,8657500,3818610,0.0400000,54.6534996,5216.0000000,0.0000000,0.0000000,0.0000000,104771000.0000000
19785,35732,8658000,3818610,0.0400000,11.4018002,5109.0000000,0.0000000,0.0000000,0.0000000,105251000.0000000
19786,35733,8658500,3818610,0.0400000,43.0349007,5092.0000000,0.0000000,0.0000000,0.0000000,105905000.0000000
19787,35734,8659000,3818610,0.0400000,15.1658001,5103.0000000,0.0000000,0.0000000,0.0000000,106818000.0000000
19788,35735,8659500,3818610,0.0400000,26.4008007,5069.0000000,0.0000000,0.0000000,0.0000000,107675000.0000000
19789,35736,8660000,3818610,0.0400000,34.1320992,4958.0000000,0.0000000,0.0000000,0.0000000,108390000.0000000
19790,35737,8660500,3818610,0.0400000,22.8253994,5028.0000000,0.0000000,0.0000000,0.0000000,109347000.0000000
19791,35738,8661000,3818610,0.0400000,28.4428997,5021.0000000,0.0000000,0.0000000,0.0000000,108456000.0000000
19792,35739,8661500,3818610,0.0400000,65.3834991,5038.0000000,0.0000000,0.0000000,0.0000000,107420000.0000000
19793,35740,8662000,3818610,0.0400000,40.8167000,4962.0000000,0.0000000,0.0000000,0.0000000,106306000.0000000
19794,35741,8662500,3818610,0.0400000,16.2787991,4937.0000000,0.0000000,0.0000000,0.0000000,105076000.0000000
19795,35742,8663000,3818610,0.0400000,13.6381998,4894.0000000,0.0000000,0.0000000,0.0000000,104007000.0000000
19796,35743,8663500,3818610,0.0400000,30.2324009,4904.0000000,0.0000000,0.0000000,0.0000000,102760000.0000000
19797,35744,8664000,3818610,0.0400000,25.8069992,4918.0000000,0.0000000,0.0000000,0.0000000,101384000.0000000
19798,35745,8664500,3818610,0.0400000,31.9374008,5013.0000000,0.0000000,0.0000000,0.0000000,100169000.0000000
19799,35746,8665000,3818610,0.0400000,31.8118992,5154.0000000,0.0000000,0.0000000,0.0000000,99084304.0000000
19800,35747,8665500,3818610,0.0400000,48.0521011,5324.0000000,0.0000000,0.0000000,0.0000000,97932000.0000000
19801,35748,8666000,3818610,0.0400000,53.3103981,5398.0000000,0.0000000,0.0000000,0.0000000,96776000.0000000
19802,35749,8666500,3818610,0.0400000,36.3731003,5328.0000000,0.0000000,0.0000000,0.0000000,95849000.0000000
19803,35750,8667000,3818610,0.0400000,79.2464981,5036.0000000,0.0000000,0.0000000,0.0000000,95369600.0000000
19804,35751,8667500,3818610,0.0400000,9.2195396,4884.0000000,0.0000000,0.0000000,0.0000000,95690096.0000000
19805,35752,8668000,3818610,0.0400000,28.3372993,4968.0000000,0.0000000,0.0000000,0.0000000,96337296.0000000
19806,35753,8668500,3818610,0.0400000,36.5377007,5153.0000000,0.0000000,0.0000000,0.0000000,96328200.0000000
19807,35754,8669000,3818610,0.0400000,49.7192001,5147.0000000,0.0000000,0.0000000,0.0000000,97171200.0000000
19808,35755,8669500,3818610,0.0400000,47.0638008,5452.0000000,0.0000000,0.0000000,0.0000000,98068600.0000000
19809,35763,8673500,3818610,0.0400000,31.2730007,5490.0000000,0.0000000,0.0000000,0.0000000,106993000.0000000
19810,35764,8674000,3818610,0.0400000,22.9783001,5464.0000000,0.0000000,0.0000000,0.0000000,108107000.0000000
19811,35765,8674500,3818610,0.0400000,26.3628998,5443.0000000,0.0000000,0.0000000,0.0000000,108876000.0000000
19812,35766,8675000,3818610,0.0400000,10.4881001,5384.0000000,0.0000000,0.0000000,0.0000000,109587000.0000000
19813,35767,8675500,3818610,0.0400000,51.3712006,5312.0000000,0.0000000,0.0000000,0.0000000,110263000.0000000
19814,35768,8676000,3818610,0.0400000,23.0000000,5205.0000000,0.0000000,0.0000000,0.0000000,110996000.0000000
19815,35769,8676500,3818610,0.0400000,77.1362000,5311.0000000,0.0000000,0.0000000,0.0000000,111997000.0000000
19816,35770,8677000,3818610,0.0400000,7.1414299,5398.0000000,0.0000000,0.0000000,0.0000000,112748000.0000000
19817,35771,8677500,3818610,0.0400000,14.2126999,5336.0000000,0.0000000,0.0000000,0.0000000,113688000.0000000
19818,35772,8678000,3818610,0.0400000,12.5698004,5215.0000000,0.0000000,0.0000000,0.0000000,114706000.0000000
19819,35773,8678500,3818610,0.0400000,43.0581017,5234.0000000,0.0000000,0.0000000,0.0000000,115817000.0000000
19820,35774,8679000,3818610,0.0400000,45.8475990,5257.0000000,0.0000000,0.0000000,0.0000000,116819000.0000000
19821,35775,8679500,3818610,0.0400000,48.9897995,5421.0000000,0.0000000,0.0000000,0.0000000,117962000.0000000
19822,35779,8681500,3818610,0.0400000,25.8649998,5488.0000000,0.0000000,0.0000000,0.0000000,122965000.0000000
19823,35780,8682000,3818610,0.0400000,26.7395000,5357.0000000,0.0000000,0.0000000,0.0000000,123837000.0000000
19824,35781,8682500,3818610,0.0400000,24.2280998,5256.0000000,0.0000000,0.0000000,0.0000000,124832000.0000000
19825,35782,8683000,3818610,0.0400000,14.6287003,5201.0000000,0.0000000,0.0000000,0.0000000,125887000.0000000
19826,35783,8683500,3818610,0.0400000,29.9165001,5253.0000000,0.0000000,0.0000000,0.0000000,127014000.0000000
19827,35784,8684000,3818610,0.0400000,22.8253994,5179.0000000,0.0000000,0.0000000,0.0000000,128082000.0000000
19828,35785,8684500,3818610,0.0400000,20.8567009,5041.0000000,0.0000000,0.0000000,0.0000000,128900000.0000000
19829,35786,8685000,3818610,0.0400000,26.7768993,5186.0000000,0.0000000,0.0000000,0.0000000,130024000.0000000
19830,35787,8685500,3818610,0.0400000,64.8536987,5368.0000000,0.0000000,0.0000000,0.0000000,131280000.0000000
19831,35788,8686000,3818610,0.0400000,36.4417000,5391.0000000,0.0000000,0.0000000,0.0000000,132610000.0000000
19832,35789,8686500,3818610,0.0400000,56.3470993,5231.0000000,0.0000000,0.0000000,0.0000000,133342000.0000000
19833,35895,8634000,3819110,0.0101744,19.3390999,4921.0000000,0.0000000,0.0000000,0.0000000,143327008.0000000
19834,35896,8634500,3819110,0.0108108,20.2730999,4904.0000000,0.0000000,0.0000000,0.0000000,141287008.0000000
19835,35897,8635000,3819110,0.0116751,57.0088005,4812.0000000,0.0000000,0.0000000,0.0000000,139568992.0000000
19836,35898,8635500,3819110,0.0128436,24.9398994,4874.0000000,0.0000000,0.0000000,0.0000000,138308992.0000000
19837,35899,8636000,3819110,0.0138839,52.4594994,5044.0000000,0.0000000,0.0000000,0.0000000,136910000.0000000
19838,35900,8636500,3819110,0.0149576,37.2961006,5065.0000000,0.0000000,0.0000000,0.0000000,135204000.0000000
19839,35901,8637000,3819110,0.0161943,32.6497002,5220.0000000,0.0000000,0.0000000,0.0000000,133682000.0000000
19840,35902,8637500,3819110,0.0174708,29.4279003,5407.0000000,0.0000000,0.0000000,0.0000000,132299000.0000000
19841,35903,8638000,3819110,0.0187970,56.1782990,5319.0000000,0.0000000,0.0000000,0.0000000,130586000.0000000
19842,35904,8638500,3819110,0.0201099,57.8792000,5226.0000000,0.0000000,0.0000000,0.0000000,129135000.0000000
19843,35905,8639000,3819110,0.0215054,42.3792000,5091.0000000,0.0000000,0.0000000,0.0000000,127757000.0000000
19844,35906,8639500,3819110,0.0229617,44.0113983,5078.0000000,0.0000000,0.0000000,0.0000000,126699000.0000000
19845,35907,8640000,3819110,0.0243836,19.2094002,5304.0000000,0.0000000,0.0000000,0.0000000,125835000.0000000
19846,35908,8640500,3819110,0.0258054,24.9599991,5313.0000000,0.0000000,0.0000000,0.0000000,124954000.0000000
19847,35909,8641000,3819110,0.0273422,47.4235992,5488.0000000,0.0000000,0.0000000,0.0000000,124087000.0000000
19848,35916,8644500,3819110,0.0365909,41.2552986,5417.0000000,0.0000000,0.0000000,0.0000000,117336000.0000000
19849,35917,8645000,3819110,0.0375728,44.1248016,5202.0000000,0.0000000,0.0000000,0.0000000,117571000.0000000
19850,35918,8645500,3819110,0.0383601,13.1148996,5115.0000000,0.0000000,0.0000000,0.0000000,118208000.0000000
19851,35919,8646000,3819110,0.0390385,12.3692999,5062.0000000,0.0000000,0.0000000,0.0000000,118219000.0000000
19852,35920,8646500,3819110,0.0396166,35.0285988,5097.0000000,0.0000000,0.0000000,0.0000000,117291000.0000000
19853,35921,8647000,3819110,0.0400000,22.0907001,5036.0000000,0.0000000,0.0000000,0.0000000,115397000.0000000
19854,35922,8647500,3819110,0.0400000,25.8069992,4984.0000000,0.0000000,0.0000000,0.0000000,113422000.0000000
19855,35923,8648000,3819110,0.0400000,31.9531002,4983.0000000,0.0000000,0.0000000,0.0000000,111276000.0000000
19856,35924,8648500,3819110,0.0400000,41.6413002,4899.0000000,0.0000000,0.0000000,0.0000000,109180000.0000000
19857,35925,8649000,3819110,0.0400000,34.2929001,4807.0000000,0.0000000,0.0000000,0.0000000,107468000.0000000
19858,35926,8649500,3819110,0.0400000,47.7492981,4673.0000000,0.0000000,0.0000000,0.0000000,106318000.0000000
19859,35927,8650000,3819110,0.0400000,30.8707008,4740.0000000,0.0000000,0.0000000,0.0000000,105365000.0000000
19860,35928,8650500,3819110,0.0400000,59.4894981,4918.0000000,0.0000000,0.0000000,0.0000000,104574000.0000000
19861,35929,8651000,3819110,0.0400000,50.7739983,5175.0000000,0.0000000,0.0000000,0.0000000,104025000.0000000
19862,35930,8651500,3819110,0.0400000,75.7628021,5404.0000000,0.0000000,0.0000000,0.0000000,103533000.0000000
19863,35932,8652500,3819110,0.0400000,23.4307003,5460.0000000,0.0000000,0.0000000,0.0000000,102709000.0000000
19864,35933,8653000,3819110,0.0400000,40.5462990,5499.0000000,0.0000000,0.0000000,0.0000000,102296000.0000000
19865,35942,8657500,3819110,0.0400000,39.7491989,5383.0000000,0.0000000,0.0000000,0.0000000,107441000.0000000
19866,35943,8658000,3819110,0.0400000,30.4137993,5248.0000000,0.0000000,0.0000000,0.0000000,107851000.0000000
19867,35944,8658500,3819110,0.0400000,42.6848984,5133.0000000,0.0000000,0.0000000,0.0000000,108460000.0000000
19868,35945,8659000,3819110,0.0400000,50.6161995,5045.0000000,0.0000000,0.0000000,0.0000000,109358000.0000000
19869,35946,8659500,3819110,0.0400000,13.9284000,4982.0000000,0.0000000,0.0000000,0.0000000,110202000.0000000
19870,35947,8660000,3819110,0.0400000,19.2094002,4969.0000000,0.0000000,0.0000000,0.0000000,110891000.0000000
19871,35948,8660500,3819110,0.0400000,48.4252014,5144.0000000,0.0000000,0.0000000,0.0000000,111878000.0000000
19872,35949,8661000,3819110,0.0400000,62.3538017,5183.0000000,0.0000000,0.0000000,0.0000000,111020000.0000000
19873,35950,8661500,3819110,0.0400000,45.3541985,5287.0000000,0.0000000,0.0000000,0.0000000,109970000.0000000
19874,35951,8662000,3819110,0.0400000,35.1851997,5158.0000000,0.0000000,0.0000000,0.0000000,108654000.0000000
19875,35952,8662500,3819110,0.0400000,55.7494011,5123.0000000,0.0000000,0.0000000,0.0000000,107548000.0000000
19876,35953,8663000,3819110,0.0400000,77.5112991,5120.0000000,0.0000000,0.0000000,0.0000000,106277000.0000000
19877,35954,8663500,3819110,0.0400000,28.9309998,4900.0000000,0.0000000,0.0000000,0.0000000,104855000.0000000
19878,35955,8664000,3819110,0.0400000,14.9331999,4854.0000000,0.0000000,0.0000000,0.0000000,103660000.0000000
19879,35956,8664500,3819110,0.0400000,33.1813011,4899.0000000,0.0000000,0.0000000,0.0000000,102653000.0000000
19880,35957,8665000,3819110,0.0400000,41.0121994,5108.0000000,0.0000000,0.0000000,0.0000000,101630000.0000000
19881,35958,8665500,3819110,0.0400000,32.5575981,5259.0000000,0.0000000,0.0000000,0.0000000,100605000.0000000
19882,35959,8666000,3819110,0.0400000,24.7588005,5470.0000000,0.0000000,0.0000000,0.0000000,99519400.0000000
19883,35960,8666500,3819110,0.0400000,61.9838982,5284.0000000,0.0000000,0.0000000,0.0000000,98520496.0000000
19884,35961,8667000,3819110,0.0400000,67.5278015,5047.0000000,0.0000000,0.0000000,0.0000000,97919904.0000000
